;lat;lon;min_db;max_db
304;54.29823314851485;18.630108076923076;55.0;60.0
305;54.29823314851485;18.637800384615385;70.0;75.0
306;54.293732698469846;18.61472346153846;60.0;65.0
307;54.293732698469846;18.62241576923077;65.0;70.0
308;54.293732698469846;18.637800384615385;70.0;75.0
309;54.289232248424845;18.61472346153846;65.0;70.0
310;54.289232248424845;18.62241576923077;55.0;60.0
311;54.289232248424845;18.637800384615385;55.0;60.0
312;54.28473179837984;18.607031153846155;55.0;60.0
313;54.28473179837984;18.637800384615385;55.0;60.0
314;54.28023134833483;18.637800384615385;55.0;60.0
315;54.27573089828983;18.637800384615385;55.0;60.0
